month,day,hour,weight
1,1,0,0.00012136
1,1,1,0.00015746
1,1,2,0.00015896
1,1,3,0.00015585
1,1,4,0.00015643
1,1,5,0.00015769
1,1,6,0.00015338
1,1,7,0.00015744
1,1,8,0.00017820
1,1,9,0.00016570
1,1,10,0.00016810
1,1,11,0.00016194
1,1,12,0.00015286
1,1,13,0.00014549
1,1,14,0.00014398
1,1,15,0.00014539
1,1,16,0.00017232
1,1,17,0.00014091
1,1,18,0.00013652
1,1,19,0.00013207
1,1,20,0.00012937
1,1,21,0.00012885
1,1,22,0.00012763
1,1,23,0.00012533
1,2,0,0.00007993
1,2,1,0.00011678
1,2,2,0.00011342
1,2,3,0.00011086
1,2,4,0.00010794
1,2,5,0.00010682
1,2,6,0.00011252
1,2,7,0.00010054
1,2,8,0.00010382
1,2,9,0.00011796
1,2,10,0.00012190
1,2,11,0.00010612
1,2,12,0.00010850
1,2,13,0.00011695
1,2,14,0.00010686
1,2,15,0.00010372
1,2,16,0.00010179
1,2,17,0.00009975
1,2,18,0.00009495
1,2,19,0.00009830
1,2,20,0.00008821
1,2,21,0.00008147
1,2,22,0.00008035
1,2,23,0.00008147
1,3,0,0.00010379
1,3,1,0.00008802
1,3,2,0.00008007
1,3,3,0.00009093
1,3,4,0.00008228
1,3,5,0.00008272
1,3,6,0.00008703
1,3,7,0.00009264
1,3,8,0.00009711
1,3,9,0.00009995
1,3,10,0.00010986
1,3,11,0.00011452
1,3,12,0.00011847
1,3,13,0.00012225
1,3,14,0.00012297
1,3,15,0.00012491
1,3,16,0.00012852
1,3,17,0.00012663
1,3,18,0.00012242
1,3,19,0.00012052
1,3,20,0.00011768
1,3,21,0.00011491
1,3,22,0.00011492
1,3,23,0.00010936
1,4,0,0.00008796
1,4,1,0.00009864
1,4,2,0.00008948
1,4,3,0.00007896
1,4,4,0.00007109
1,4,5,0.00007159
1,4,6,0.00007648
1,4,7,0.00008457
1,4,8,0.00008437
1,4,9,0.00008787
1,4,10,0.00009805
1,4,11,0.00010790
1,4,12,0.00010136
1,4,13,0.00010698
1,4,14,0.00010029
1,4,15,0.00010348
1,4,16,0.00010558
1,4,17,0.00011450
1,4,18,0.00010201
1,4,19,0.00010203
1,4,20,0.00009963
1,4,21,0.00009493
1,4,22,0.00009243
1,4,23,0.00009156
1,5,0,0.00007844
1,5,1,0.00009585
1,5,2,0.00008828
1,5,3,0.00009154
1,5,4,0.00009178
1,5,5,0.00009055
1,5,6,0.00009103
1,5,7,0.00008886
1,5,8,0.00008670
1,5,9,0.00008384
1,5,10,0.00008064
1,5,11,0.00007506
1,5,12,0.00007142
1,5,13,0.00006312
1,5,14,0.00006254
1,5,15,0.00005757
1,5,16,0.00005765
1,5,17,0.00005891
1,5,18,0.00006321
1,5,19,0.00006629
1,5,20,0.00007091
1,5,21,0.00007239
1,5,22,0.00007273
