month,day,hour,weight
1,1,0,0.00017834
1,1,1,0.00016730
1,1,2,0.00016353
1,1,3,0.00015927
1,1,4,0.00015570
1,1,5,0.00015322
1,1,6,0.00015118
1,1,7,0.00014820
1,1,8,0.00014559
1,1,9,0.00014400
1,1,10,0.00014227
1,1,11,0.00013853
1,1,12,0.00013415
1,1,13,0.00014008
1,1,14,0.00013596
1,1,15,0.00014176
1,1,16,0.00014678
1,1,17,0.00015295
1,1,18,0.00016031
1,1,19,0.00016586
1,1,20,0.00015887
1,1,21,0.00017695
1,1,22,0.00017905
1,1,23,0.00018070
1,2,0,0.00014810
1,2,1,0.00017607
1,2,2,0.00017412
1,2,3,0.00017596
1,2,4,0.00017029
1,2,5,0.00016966
1,2,6,0.00016988
1,2,7,0.00016814
1,2,8,0.00016714
1,2,9,0.00016615
1,2,10,0.00016287
1,2,11,0.00015780
1,2,12,0.00015401
1,2,13,0.00015238
1,2,14,0.00015243
1,2,15,0.00015574
1,2,16,0.00015695
1,2,17,0.00015644
1,2,18,0.00015631
1,2,19,0.00015550
1,2,20,0.00015391
1,2,21,0.00015294
1,2,22,0.00015071
1,2,23,0.00016180
1,3,0,0.00018435
1,3,1,0.00014789
1,3,2,0.00014591
1,3,3,0.00014505
1,3,4,0.00014462
1,3,5,0.00014439
1,3,6,0.00014437
1,3,7,0.00014522
1,3,8,0.00014172
1,3,9,0.00014224
1,3,10,0.00014456
1,3,11,0.00014652
1,3,12,0.00016210
1,3,13,0.00015514
1,3,14,0.00016073
1,3,15,0.00016856
1,3,16,0.00017426
1,3,17,0.00017685
1,3,18,0.00018281
1,3,19,0.00018490
1,3,20,0.00018633
1,3,21,0.00018532
1,3,22,0.00018487
1,3,23,0.00018193
1,4,0,0.00014262
1,4,1,0.00018761
1,4,2,0.00019055
1,4,3,0.00019439
1,4,4,0.00019621
1,4,5,0.00019884
1,4,6,0.00019960
1,4,7,0.00019928
1,4,8,0.00019853
1,4,9,0.00019584
1,4,10,0.00019564
1,4,11,0.00019237
1,4,12,0.00018811
1,4,13,0.00018411
1,4,14,0.00018293
1,4,15,0.00018346
1,4,16,0.00018238
1,4,17,0.00018021
1,4,18,0.00017474
1,4,19,0.00016839
1,4,20,0.00016050
1,4,21,0.00015487
1,4,22,0.00014971
1,4,23,0.00014580
1,5,0,0.00010560
1,5,1,0.00014624
1,5,2,0.00013373
1,5,3,0.00012879
1,5,4,0.00013214
1,5,5,0.00012010
1,5,6,0.00011940
1,5,7,0.00011418
1,5,8,0.00010376
1,5,9,0.00009884
1,5,10,0.00009083
1,5,11,0.00008504
1,5,12,0.00008377
1,5,13,0.00008324
1,5,14,0.00008363
1,5,15,0.00008721
1,5,16,0.00008959
1,5,17,0.00009039
1,5,18,0.00009306
1,5,19,0.00009450
1,5,20,0.00009530
1,5,21,0.00009781
1,5,22,0.00009997
1,5,23,0.00010274
1,6,0,0.00016083
1,6,1,0.00011282
1,6,2,0.00010864
1,6,3,0.00011257
1,6,4,0.00012515
1,6,5,0.00012045
1,6,6,0.00012585
1,6,7,0.00013032
1,6,8,0.00013569
1,6,9,0.00013929
1,6,10,0.00014100
1,6,11,0.00013991
1,6,12,0.00013916
1,6,13,0.00014005
1,6,14,0.00014402
1,6,15,0.00015113
1,6,16,0.00015579
1,6,17,0.00015954
1,6,18,0.00016134
1,6,19,0.00016316
1,6,20,0.00016304
1,6,21,0.00016338
1,6,22,0.00016351
1,6,23,0.00016235
1,7,0,0.00015756
1,7,1,0.00015841
1,7,2,0.00015432
1,7,3,0.00014680
1,7,4,0.00014135
1,7,5,0.00013431
1,7,6,0.00012974
1,7,7,0.00012526
1,7,8,0.00012063
1,7,9,0.00012033
1,7,10,0.00012148
1,7,11,0.00012267
1,7,12,0.00012342
1,7,13,0.00012658
1,7,14,0.00012996
1,7,15,0.00013819
1,7,16,0.00014556
1,7,17,0.00015255
1,7,18,0.00015644
1,7,19,0.00016124
1,7,20,0.00016248
1,7,21,0.00016182
1,7,22,0.00015824
1,7,23,0.00015645
1,8,0,0.00012764
1,8,1,0.00015540
1,8,2,0.00015452
1,8,3,0.00015263
1,8,4,0.00015224
1,8,5,0.00015348
1,8,6,0.00015576
1,8,7,0.00015891
1,8,8,0.00015946
1,8,9,0.00015851
1,8,10,0.00015568
1,8,11,0.00015150
1,8,12,0.00014672
1,8,13,0.00014391
1,8,14,0.00014313
1,8,15,0.00014322
1,8,16,0.00014305
1,8,17,0.00014130
1,8,18,0.00014033
1,8,19,0.00013752
1,8,20,0.00013449
1,8,21,0.00013088
1,8,22,0.00012824
1,8,23,0.00012817
1,9,0,0.00011632
1,9,1,0.00012646
1,9,2,0.00012575
1,9,3,0.00012509
1,9,4,0.00012455
1,9,5,0.00012275
1,9,6,0.00012119
1,9,7,0.00011810
1,9,8,0.00011498
1,9,9,0.00011048
1,9,10,0.00010471
1,9,11,0.00009875
1,9,12,0.00009445
1,9,13,0.00009256
1,9,14,0.00009289
1,9,15,0.00009548
1,9,16,0.00009740
1,9,17,0.00010087
1,9,18,0.00010597
1,9,19,0.00010744
1,9,20,0.00011022
1,9,21,0.00011272
1,9,22,0.00011760
1,9,23,0.00012001
1,10,0,0.00018712
1,10,1,0.00011616
1,10,2,0.00011612
1,10,3,0.00011652
1,10,4,0.00011849
1,10,5,0.00011970
1,10,6,0.00012273
1,10,7,0.00012439
1,10,8,0.00012659
1,10,9,0.00013009
1,10,10,0.00013329
1,10,11,0.00013364
1,10,12,0.00013532
1,10,13,0.00013900
1,10,14,0.00014542
1,10,15,0.00015263
1,10,16,0.00016080
1,10,17,0.00016542
1,10,18,0.00016724
1,10,19,0.00016820
1,10,20,0.00016968
1,10,21,0.00017422
1,10,22,0.00017745
1,10,23,0.00018123
1,11,0,0.00017479
1,11,1,0.00019360
1,11,2,0.00019748
1,11,3,0.00020223
1,11,4,0.00020571
1,11,5,0.00020756
1,11,6,0.00020844
1,11,7,0.00020963
1,11,8,0.00021009
1,11,9,0.00020909
1,11,10,0.00020774
1,11,11,0.00020639
1,11,12,0.00020050
1,11,13,0.00019789
1,11,14,0.00019686
1,11,15,0.00019600
1,11,16,0.00019343
1,11,17,0.00019097
1,11,18,0.00018496
1,11,19,0.00017385
1,11,20,0.00018389
1,11,21,0.00018115
1,11,22,0.00017813
1,11,23,0.00017591
1,12,0,0.00014139
1,12,1,0.00017311
1,12,2,0.00017191
1,12,3,0.00017261
1,12,4,0.00017186
1,12,5,0.00016876
1,12,6,0.00016607
1,12,7,0.00016511
1,12,8,0.00016340
1,12,9,0.00016222
1,12,10,0.00015950
1,12,11,0.00015548
1,12,12,0.00015211
1,12,13,0.00014727
1,12,14,0.00014196
1,12,15,0.00013834
1,12,16,0.00013678
1,12,17,0.00014478
1,12,18,0.00013170
1,12,19,0.00012933
1,12,20,0.00012724
1,12,21,0.00012689
1,12,22,0.00012820
1,12,23,0.00013312
1,13,0,0.00019407
1,13,1,0.00014925
1,13,2,0.00015824
1,13,3,0.00016450
1,13,4,0.00017036
1,13,5,0.00017216
1,13,6,0.00017417
1,13,7,0.00017305
1,13,8,0.00017289
1,13,9,0.00017147
1,13,10,0.00016941
1,13,11,0.00016643
1,13,12,0.00016545
1,13,13,0.00016499
1,13,14,0.00016451
1,13,15,0.00016843
1,13,16,0.00018990
1,13,17,0.00018114
1,13,18,0.00018709
1,13,19,0.00019093
1,13,20,0.00019140
1,13,21,0.00019216
1,13,22,0.00020952
1,13,23,0.00019638
1,14,0,0.00018655
1,14,1,0.00019539
1,14,2,0.00019563
1,14,3,0.00019459
1,14,4,0.00019699
1,14,5,0.00019459
1,14,6,0.00019076
1,14,7,0.00018494
1,14,8,0.00017915
1,14,9,0.00017564
1,14,10,0.00017106
1,14,11,0.00016575
1,14,12,0.00016134
1,14,13,0.00015678
1,14,14,0.00015518
1,14,15,0.00015545
1,14,16,0.00015653
1,14,17,0.00016107
1,14,18,0.00016299
1,14,19,0.00016763
1,14,20,0.00017194
1,14,21,0.00017451
1,14,22,0.00017778
1,14,23,0.00018151
1,15,0,0.00018359
1,15,1,0.00018607
1,15,2,0.00018397
1,15,3,0.00018241
1,15,4,0.00017857
1,15,5,0.00017527
1,15,6,0.00017174
1,15,7,0.00016794
1,15,8,0.00016617
1,15,9,0.00016886
1,15,10,0.00016726
1,15,11,0.00016418
1,15,12,0.00016483
1,15,13,0.00016649
1,15,14,0.00016972
1,15,15,0.00017585
1,15,16,0.00018196
1,15,17,0.00018404
1,15,18,0.00018786
1,15,19,0.00018896
1,15,20,0.00018849
1,15,21,0.00018958
1,15,22,0.00018825
1,15,23,0.00018615
1,16,0,0.00019934
1,16,1,0.00018343
1,16,2,0.00018515
1,16,3,0.00018811
1,16,4,0.00018913
1,16,5,0.00019087
1,16,6,0.00019164
1,16,7,0.00019093
1,16,8,0.00018884
1,16,9,0.00018780
1,16,10,0.00018790
1,16,11,0.00018626
1,16,12,0.00018340
1,16,13,0.00018175
1,16,14,0.00017937
1,16,15,0.00017853
1,16,16,0.00018029
1,16,17,0.00018103
1,16,18,0.00018246
1,16,19,0.00018415
1,16,20,0.00018530
1,16,21,0.00018464
1,16,22,0.00018224
1,16,23,0.00018124
1,17,0,0.00015148
1,17,1,0.00018370
1,17,2,0.00018695
1,17,3,0.00018983
1,17,4,0.00019233
1,17,5,0.00019383
1,17,6,0.00019750
1,17,7,0.00019840
1,17,8,0.00019668
1,17,9,0.00019766
1,17,10,0.00019558
1,17,11,0.00019300
1,17,12,0.00018913
1,17,13,0.00018754
1,17,14,0.00018655
1,17,15,0.00018835
1,17,16,0.00018831
1,17,17,0.00018648
1,17,18,0.00018436
1,17,19,0.00018124
1,17,20,0.00017617
1,17,21,0.00017071
1,17,22,0.00016594
1,17,23,0.00015710
1,18,0,0.00013705
1,18,1,0.00014495
1,18,2,0.00013751
1,18,3,0.00013348
1,18,4,0.00013174
1,18,5,0.00013001
1,18,6,0.00013064
1,18,7,0.00013303
1,18,8,0.00013696
1,18,9,0.00013870
1,18,10,0.00014052
1,18,11,0.00013949
1,18,12,0.00013950
1,18,13,0.00013659
1,18,14,0.00013759
1,18,15,0.00014275
1,18,16,0.00014630
1,18,17,0.00014766
1,18,18,0.00014777
1,18,19,0.00015157
1,18,20,0.00014227
1,18,21,0.00013923
1,18,22,0.00013801
1,18,23,0.00013614
1,19,0,0.00009248
