month,day,hour,weight
1,1,0,0.00000012
1,1,1,0.00000005
1,1,4,0.00000020
1,1,5,0.00000002
1,1,6,0.00000013
1,1,7,0.00000035
1,1,8,0.00000019
1,1,9,0.00000086
1,1,10,0.00000378
1,1,11,0.00000653
1,1,12,0.00000617
1,1,13,0.00000394
1,1,14,0.00000116
1,1,15,0.00000015
1,1,16,0.00000013
1,1,17,0.00000046
1,1,18,0.00000035
1,1,19,0.00000012
1,1,20,0.00000002
1,1,21,0.00000012
1,1,22,0.00000012
1,1,23,0.00000003
1,2,0,0.00000025
1,2,1,0.00000024
1,2,2,0.00000025
1,2,3,0.00000023
1,2,5,0.00000028
1,2,6,0.00000032
1,2,7,0.00000023
1,2,8,0.00000015
1,2,9,0.00000169
1,2,10,0.00000934
1,2,11,0.00001628
1,2,12,0.00001751
1,2,13,0.00001128
1,2,14,0.00000360
1,2,15,0.00000033
1,2,16,0.00000010
1,2,17,0.00000041
1,2,18,0.00000029
1,2,19,0.00000026
1,2,20,0.00000024
1,2,21,0.00000025
1,2,23,0.00000024
1,3,0,0.00000023
1,3,1,0.00000026
1,3,3,0.00000024
1,3,4,0.00000025
1,3,5,0.00000030
1,3,6,0.00000035
1,3,7,0.00000048
1,3,8,0.00000017
1,3,9,0.00000187
1,3,10,0.00000847
1,3,11,0.00001463
1,3,12,0.00001420
1,3,13,0.00000930
1,3,14,0.00000343
1,3,15,0.00000033
1,3,16,0.00000010
1,3,17,0.00000030
1,3,18,0.00000033
1,3,19,0.00000035
1,3,20,0.00000032
1,3,21,0.00000033
1,3,22,0.00000034
1,3,23,0.00000032
1,4,0,0.00000018
1,4,1,0.00000021
1,4,2,0.00000022
1,4,3,0.00000023
1,4,4,0.00000024
1,4,5,0.00000026
1,4,6,0.00000031
1,4,7,0.00000033
1,4,8,0.00000024
1,4,9,0.00000233
1,4,10,0.00000966
1,4,11,0.00001785
1,4,12,0.00001770
1,4,13,0.00001132
1,4,14,0.00000383
1,4,15,0.00000032
1,4,16,0.00000011
1,4,17,0.00000028
1,4,18,0.00000013
1,4,19,0.00000024
1,4,20,0.00000022
1,4,21,0.00000025
1,4,22,0.00000023
1,4,23,0.00000022
1,5,0,0.00000010
1,5,1,0.00000019
1,5,4,0.00000021
1,5,6,0.00000024
1,5,7,0.00000026
1,5,8,0.00000015
1,5,9,0.00000152
1,5,10,0.00000654
1,5,11,0.00001184
1,5,12,0.00001192
1,5,13,0.00000749
1,5,14,0.00000242
1,5,15,0.00000033
1,5,16,0.00000009
1,5,17,0.00000022
1,5,18,0.00000010
1,5,19,0.00000020
1,5,21,0.00000021
1,5,22,0.00000018
1,5,23,0.00000019
1,6,0,0.00000007
1,6,4,0.00000007
1,6,5,0.00000018
1,6,6,0.00000021
1,6,7,0.00000024
1,6,8,0.00000020
1,6,9,0.00000150
1,6,10,0.00000692
1,6,11,0.00001225
1,6,12,0.00001312
1,6,13,0.00000904
1,6,14,0.00000352
1,6,15,0.00000048
1,6,16,0.00000007
1,6,17,0.00000021
1,6,18,0.00000022
1,6,19,0.00000021
1,6,20,0.00000020
1,6,21,0.00000019
1,6,23,0.00000012
1,7,0,0.00000010
1,7,5,0.00000019
1,7,6,0.00000022
1,7,7,0.00000028
1,7,8,0.00000020
1,7,9,0.00000222
1,7,10,0.00000757
1,7,11,0.00001450
1,7,12,0.00001410
1,7,13,0.00000965
1,7,14,0.00000349
1,7,15,0.00000051
1,7,16,0.00000007
1,7,17,0.00000024
1,7,18,0.00000023
1,7,19,0.00000021
1,7,20,0.00000020
1,7,22,0.00000019
1,8,0,0.00000011
1,8,1,0.00000020
1,8,4,0.00000022
1,8,5,0.00000028
1,8,6,0.00000031
1,8,7,0.00000033
1,8,8,0.00000042
1,8,9,0.00000246
1,8,10,0.00000777
