month,day,hour,weight
1,1,0,0.00019091
1,1,1,0.00018895
1,1,2,0.00018903
1,1,3,0.00018965
1,1,4,0.00018855
1,1,5,0.00018641
1,1,6,0.00018358
1,1,7,0.00018322
1,1,8,0.00016803
1,1,9,0.00018290
1,1,10,0.00018321
1,1,11,0.00017933
1,1,12,0.00017512
1,1,13,0.00017212
1,1,14,0.00017296
1,1,15,0.00017258
1,1,16,0.00017379
1,1,17,0.00019642
1,1,18,0.00020227
1,1,19,0.00018823
1,1,20,0.00018928
1,1,21,0.00018952
1,1,22,0.00018632
1,1,23,0.00018444
1,2,0,0.00019153
1,2,1,0.00018872
1,2,2,0.00020758
1,2,3,0.00018669
1,2,4,0.00018233
1,2,5,0.00017932
1,2,6,0.00017520
1,2,7,0.00017238
1,2,8,0.00018911
1,2,9,0.00016600
1,2,10,0.00016142
1,2,11,0.00016075
1,2,12,0.00015840
1,2,13,0.00015674
1,2,14,0.00016481
1,2,15,0.00015665
1,2,16,0.00015996
1,2,17,0.00016229
1,2,18,0.00016700
1,2,19,0.00017036
1,2,20,0.00017471
1,2,21,0.00017704
1,2,22,0.00018115
1,2,23,0.00018400
1,3,0,0.00019577
1,3,1,0.00018968
1,3,2,0.00019266
1,3,3,0.00019632
1,3,4,0.00019929
1,3,5,0.00020125
1,3,6,0.00020496
1,3,7,0.00020947
1,3,8,0.00021103
1,3,9,0.00021206
1,3,10,0.00021872
1,3,11,0.00021043
1,3,12,0.00021119
1,3,13,0.00020811
1,3,14,0.00020714
1,3,15,0.00021198
1,3,16,0.00020720
1,3,17,0.00020570
1,3,18,0.00020314
1,3,19,0.00020110
1,3,20,0.00019886
1,3,21,0.00019702
1,3,22,0.00019715
1,3,23,0.00019651
1,4,0,0.00014908
1,4,1,0.00019302
1,4,2,0.00019063
1,4,3,0.00018643
1,4,4,0.00018379
1,4,5,0.00018439
1,4,6,0.00018735
1,4,7,0.00019214
1,4,8,0.00019406
1,4,9,0.00020506
1,4,10,0.00019072
1,4,11,0.00019115
1,4,12,0.00018557
1,4,13,0.00017903
1,4,14,0.00017409
1,4,15,0.00016927
1,4,16,0.00016700
1,4,17,0.00017005
1,4,18,0.00016665
1,4,19,0.00016559
1,4,20,0.00016484
1,4,21,0.00015908
1,4,22,0.00015822
1,4,23,0.00015515
1,5,0,0.00013156
1,5,1,0.00014584
1,5,2,0.00014235
1,5,3,0.00014174
1,5,4,0.00013435
1,5,5,0.00012815
1,5,6,0.00012818
1,5,7,0.00012450
1,5,8,0.00011881
1,5,9,0.00011351
1,5,10,0.00010450
1,5,11,0.00009908
1,5,12,0.00009561
1,5,13,0.00009123
1,5,14,0.00008891
1,5,15,0.00009025
1,5,16,0.00009625
1,5,17,0.00010233
1,5,18,0.00011034
1,5,19,0.00011553
1,5,20,0.00012013
1,5,21,0.00012322
1,5,22,0.00012767
1,5,23,0.00013079
1,6,0,0.00015102
1,6,1,0.00013338
1,6,2,0.00013585
1,6,3,0.00014004
1,6,4,0.00014379
1,6,5,0.00014651
1,6,6,0.00014757
1,6,7,0.00014677
1,6,8,0.00015791
1,6,9,0.00014267
1,6,10,0.00015146
1,6,11,0.00013424
1,6,12,0.00013008
1,6,13,0.00012393
1,6,14,0.00011960
1,6,15,0.00011987
1,6,16,0.00012117
1,6,17,0.00012134
1,6,18,0.00012295
1,6,19,0.00012913
1,6,20,0.00013563
1,6,21,0.00014113
1,6,22,0.00014458
1,6,23,0.00014629
1,7,0,0.00017436
1,7,1,0.00015019
1,7,2,0.00014868
1,7,3,0.00015863
1,7,4,0.00014602
1,7,5,0.00014228
1,7,6,0.00013674
1,7,7,0.00013212
1,7,8,0.00012680
1,7,9,0.00012338
1,7,10,0.00011921
1,7,11,0.00012108
1,7,12,0.00012012
1,7,13,0.00012027
1,7,14,0.00012468
1,7,15,0.00012945
1,7,16,0.00013592
1,7,17,0.00014406
1,7,18,0.00016252
1,7,19,0.00016168
1,7,20,0.00016787
1,7,21,0.00017208
1,7,22,0.00017550
1,7,23,0.00017506
1,8,0,0.00013032
1,8,1,0.00017335
1,8,2,0.00017191
1,8,3,0.00017127
1,8,4,0.00016858
1,8,5,0.00016422
1,8,6,0.00016099
1,8,7,0.00015668
1,8,8,0.00016714
1,8,9,0.00014741
1,8,10,0.00014190
1,8,11,0.00013846
1,8,12,0.00013748
1,8,13,0.00013410
1,8,14,0.00013208
1,8,15,0.00012989
1,8,16,0.00013064
1,8,17,0.00013093
1,8,18,0.00013057
1,8,19,0.00012970
1,8,20,0.00013007
1,8,21,0.00013068
1,8,22,0.00013064
1,8,23,0.00013090
1,9,0,0.00012267
1,9,1,0.00012976
1,9,2,0.00012939
1,9,3,0.00012993
1,9,4,0.00012854
1,9,5,0.00012668
1,9,6,0.00012452
1,9,7,0.00012237
1,9,8,0.00012121
1,9,9,0.00012067
1,9,10,0.00011736
1,9,11,0.00011339
1,9,12,0.00011121
1,9,13,0.00011069
1,9,14,0.00011378
1,9,15,0.00011621
1,9,16,0.00011745
1,9,17,0.00012103
1,9,18,0.00012345
1,9,19,0.00012351
1,9,20,0.00012363
1,9,21,0.00012567
1,9,22,0.00012563
1,9,23,0.00012653
1,10,0,0.00016414
1,10,1,0.00012292
1,10,2,0.00012166
1,10,3,0.00012000
1,10,4,0.00011846
1,10,5,0.00011619
1,10,6,0.00011273
1,10,7,0.00011323
1,10,8,0.00011594
1,10,9,0.00011989
1,10,10,0.00012511
1,10,11,0.00012953
1,10,12,0.00013260
1,10,13,0.00015132
1,10,14,0.00014333
1,10,15,0.00014885
1,10,16,0.00015470
1,10,17,0.00015606
1,10,18,0.00015303
1,10,19,0.00015242
1,10,20,0.00015332
1,10,21,0.00015624
1,10,22,0.00015978
1,10,23,0.00016290
1,11,0,0.00018454
1,11,1,0.00016862
1,11,2,0.00017103
1,11,3,0.00017481
1,11,4,0.00017925
1,11,5,0.00018415
1,11,6,0.00018934
1,11,7,0.00019334
1,11,8,0.00019744
1,11,9,0.00019951
1,11,10,0.00019979
1,11,11,0.00019911
1,11,12,0.00019758
1,11,13,0.00019556
1,11,14,0.00019367
1,11,15,0.00019512
1,11,16,0.00019328
1,11,17,0.00019262
1,11,18,0.00019290
1,11,19,0.00019256
1,11,20,0.00019084
1,11,21,0.00018951
1,11,22,0.00018578
1,11,23,0.00018400
1,12,0,0.00011971
1,12,1,0.00019689
1,12,2,0.00017627
1,12,3,0.00017303
1,12,4,0.00017044
1,12,5,0.00016980
1,12,6,0.00018522
1,12,7,0.00016925
1,12,8,0.00016894
1,12,9,0.00016617
1,12,10,0.00016333
1,12,11,0.00016151
1,12,12,0.00016667
1,12,13,0.00015655
1,12,14,0.00015165
1,12,15,0.00014945
1,12,16,0.00014992
1,12,17,0.00014617
1,12,18,0.00014351
1,12,19,0.00014084
1,12,20,0.00013419
1,12,21,0.00012813
1,12,22,0.00012262
1,12,23,0.00012018
1,13,0,0.00020606
1,13,1,0.00012413
1,13,2,0.00013024
1,13,3,0.00013496
1,13,4,0.00014113
1,13,5,0.00014458
1,13,6,0.00015013
1,13,7,0.00015356
1,13,8,0.00015660
1,13,9,0.00015905
1,13,10,0.00016473
1,13,11,0.00016300
1,13,12,0.00016724
1,13,13,0.00017100
1,13,14,0.00017624
1,13,15,0.00018212
1,13,16,0.00018704
1,13,17,0.00018877
1,13,18,0.00019175
1,13,19,0.00019225
1,13,20,0.00019188
1,13,21,0.00018804
1,13,22,0.00018764
1,13,23,0.00018762
1,14,0,0.00017626
1,14,1,0.00019206
1,14,2,0.00019354
1,14,3,0.00019685
1,14,4,0.00019943
1,14,5,0.00020439
1,14,6,0.00020571
1,14,7,0.00020700
1,14,8,0.00020519
1,14,9,0.00019829
1,14,10,0.00019369
1,14,11,0.00018977
1,14,12,0.00018518
1,14,13,0.00019506
1,14,14,0.00019261
1,14,15,0.00017264
1,14,16,0.00018756
1,14,17,0.00017255
1,14,18,0.00017222
1,14,19,0.00017170
1,14,20,0.00017142
1,14,21,0.00017303
1,14,22,0.00017296
1,14,23,0.00017405
1,15,0,0.00018289
1,15,1,0.00017480
1,15,2,0.00018263
1,15,3,0.00016538
1,15,4,0.00016384
1,15,5,0.00016250
1,15,6,0.00016125
1,15,7,0.00016233
1,15,8,0.00016349
1,15,9,0.00016513
1,15,10,0.00016432
1,15,11,0.00016187
1,15,12,0.00015941
1,15,13,0.00015929
1,15,14,0.00016146
1,15,15,0.00016573
1,15,16,0.00017442
1,15,17,0.00018053
1,15,18,0.00018618
1,15,19,0.00019080
1,15,20,0.00018866
1,15,21,0.00018553
1,15,22,0.00018489
1,15,23,0.00018374
1,16,0,0.00016921
1,16,1,0.00018203
1,16,2,0.00017934
1,16,3,0.00017749
1,16,4,0.00017683
1,16,5,0.00017675
1,16,6,0.00017539
1,16,7,0.00017370
1,16,8,0.00017188
1,16,9,0.00016696
1,16,10,0.00015999
1,16,11,0.00015607
1,16,12,0.00014982
1,16,13,0.00014598
1,16,14,0.00014282
1,16,15,0.00014417
1,16,16,0.00014931
1,16,17,0.00015356
1,16,18,0.00016160
1,16,19,0.00016702
1,16,20,0.00016961
1,16,21,0.00016984
1,16,22,0.00017048
1,16,23,0.00017116
1,17,0,0.00013812
1,17,1,0.00017022
1,17,2,0.00017865
1,17,3,0.00017291
1,17,4,0.00017470
1,17,5,0.00019241
1,17,6,0.00017878
1,17,7,0.00017857
1,17,8,0.00019000
1,17,9,0.00017366
1,17,10,0.00016777
1,17,11,0.00016104
1,17,12,0.00015331
1,17,13,0.00014663
1,17,14,0.00014106
1,17,15,0.00014906
1,17,16,0.00013525
1,17,17,0.00013715
1,17,18,0.00013928
1,17,19,0.00014237
1,17,20,0.00014181
1,17,21,0.00014331
1,17,22,0.00014364
1,17,23,0.00013867
1,18,0,0.00012496
1,18,1,0.00013593
1,18,2,0.00013389
1,18,3,0.00013193
1,18,4,0.00013171
1,18,5,0.00013015
1,18,6,0.00012983
1,18,7,0.00012760
1,18,8,0.00012358
1,18,9,0.00011794
1,18,10,0.00011470
1,18,11,0.00010979
1,18,12,0.00010138
1,18,13,0.00010660
1,18,14,0.00010768
1,18,15,0.00011258
1,18,16,0.00011895
1,18,17,0.00012457
1,18,18,0.00012830
1,18,19,0.00013114
1,18,20,0.00013051
1,18,21,0.00012827
1,18,22,0.00012789
1,18,23,0.00012703
1,19,0,0.00010336
1,19,1,0.00012338
1,19,2,0.00012340
1,19,3,0.00012413
1,19,4,0.00012524
1,19,5,0.00012507
1,19,6,0.00013419
1,19,7,0.00013344
1,19,8,0.00012880
1,19,9,0.00012723
1,19,10,0.00012622
1,19,11,0.00013129
1,19,12,0.00012458
1,19,13,0.00012333
1,19,14,0.00012453
1,19,15,0.00012549
1,19,16,0.00012964
1,19,17,0.00013118
1,19,18,0.00013005
1,19,19,0.00012311
1,19,20,0.00012636
1,19,21,0.00012243
1,19,22,0.00011869
1,19,23,0.00011453
1,20,0,0.00011952
1,20,1,0.00010120
1,20,2,0.00009861
1,20,3,0.00009980
1,20,4,0.00010196
1,20,5,0.00010617
1,20,6,0.00010853
1,20,7,0.00011256
1,20,8,0.00011417
1,20,9,0.00011503
1,20,10,0.00011395
1,20,11,0.00011257
1,20,12,0.00011229
1,20,13,0.00011079
1,20,14,0.00011098
1,20,15,0.00011241
1,20,16,0.00011298
1,20,17,0.00011269
1,20,18,0.00011813
1,20,19,0.00011282
1,20,20,0.00011407
1,20,21,0.00011611
1,20,22,0.00011706
1,20,23,0.00011884
1,21,0,0.00012239
1,21,1,0.00011992
1,21,2,0.00011971
1,21,3,0.00011947
1,21,4,0.00012002
1,21,5,0.00012015
1,21,6,0.00012187
1,21,7,0.00012508
1,21,8,0.00012767
1,21,9,0.00013061
1,21,10,0.00011554
1,21,11,0.00012870
1,21,12,0.00012752
1,21,13,0.00012702
1,21,14,0.00012609
1,21,15,0.00012580
1,21,16,0.00012544
1,21,17,0.00013289
1,21,18,0.00012298
1,21,19,0.00012233
1,21,20,0.00012168
1,21,21,0.00012279
1,21,22,0.00012233
1,21,23,0.00013400
1,22,0,0.00013018
1,22,1,0.00013450
1,22,2,0.00012365
1,22,3,0.00012050
1,22,4,0.00011723
1,22,5,0.00014084
1,22,6,0.00011723
1,22,7,0.00012814
1,22,8,0.00011630
1,22,9,0.00011327
1,22,10,0.00010996
1,22,11,0.00011682
1,22,12,0.00011336
1,22,13,0.00011119
1,22,14,0.00010767
1,22,15,0.00009913
1,22,16,0.00010213
1,22,17,0.00010594
1,22,18,0.00011025
1,22,19,0.00011410
1,22,20,0.00012736
1,22,21,0.00011892
1,22,22,0.00012002
1,22,23,0.00011903
1,23,0,0.00014672
1,23,1,0.00012250
1,23,2,0.00011451
1,23,3,0.00011207
1,23,4,0.00011024
1,23,5,0.00011112
1,23,6,0.00011164
1,23,7,0.00011051
1,23,8,0.00011097
1,23,9,0.00011873
1,23,10,0.00010920
1,23,11,0.00010967
1,23,12,0.00012012
1,23,13,0.00011042
1,23,14,0.00011030
1,23,15,0.00011077
1,23,16,0.00012468
1,23,17,0.00010882
1,23,18,0.00012338
1,23,19,0.00012869
1,23,20,0.00013440
1,23,21,0.00013701
1,23,22,0.00014027
1,23,23,0.00014178
1,24,0,0.00016264
1,24,1,0.00015035
1,24,2,0.00015177
1,24,3,0.00015485
1,24,4,0.00015560
1,24,5,0.00015481
1,24,6,0.00015449
1,24,7,0.00015167
1,24,8,0.00015254
1,24,9,0.00015257
1,24,10,0.00015468
1,24,11,0.00015857
1,24,12,0.00015847
1,24,13,0.00015859
1,24,14,0.00016017
1,24,15,0.00017485
1,24,16,0.00016326
1,24,17,0.00016822
1,24,18,0.00017314
1,24,19,0.00017507
1,24,20,0.00017489
1,24,21,0.00017188
1,24,22,0.00016857
1,24,23,0.00016624
1,25,0,0.00008879
1,25,1,0.00015892
1,25,2,0.00015290
1,25,3,0.00014696
1,25,4,0.00014071
1,25,5,0.00014630
1,25,6,0.00012781
1,25,7,0.00012139
1,25,8,0.00011223
1,25,9,0.00010480
1,25,10,0.00010453
1,25,11,0.00008897
1,25,12,0.00009104
1,25,13,0.00007739
1,25,14,0.00007125
1,25,15,0.00006711
1,25,16,0.00006876
1,25,17,0.00007091
1,25,18,0.00007623
1,25,19,0.00008258
1,25,20,0.00008645
1,25,21,0.00008040
1,25,22,0.00008032
1,25,23,0.00008219
1,26,0,0.00014226
1,26,1,0.00009181
1,26,2,0.00009269
1,26,3,0.00009397
1,26,4,0.00009275
1,26,5,0.00009407
1,26,6,0.00009740
1,26,7,0.00010253
1,26,8,0.00010748
1,26,9,0.00011233
1,26,10,0.00010764
1,26,11,0.00011920
1,26,12,0.00012492
1,26,13,0.00013590
1,26,14,0.00012817
1,26,15,0.00013116
1,26,16,0.00013315
1,26,17,0.00013613
1,26,18,0.00014195
1,26,19,0.00013542
1,26,20,0.00013523
1,26,21,0.00013809
1,26,22,0.00014008
1,26,23,0.00014230
1,27,0,0.00014495
1,27,1,0.00014425
1,27,2,0.00014807
1,27,3,0.00015893
1,27,4,0.00015285
1,27,5,0.00015433
1,27,6,0.00015381
1,27,7,0.00015344
1,27,8,0.00015245
1,27,9,0.00015086
1,27,10,0.00014942
1,27,11,0.00014883
1,27,12,0.00014761
1,27,13,0.00014755
1,27,14,0.00014726
1,27,15,0.00014708
1,27,16,0.00014518
1,27,17,0.00014372
1,27,18,0.00014534
1,27,19,0.00014511
1,27,20,0.00014449
1,27,21,0.00014438
1,27,22,0.00014227
1,27,23,0.00014321
1,28,0,0.00015887
1,28,1,0.00014444
1,28,2,0.00014380
1,28,3,0.00014357
1,28,4,0.00014327
1,28,5,0.00014378
1,28,6,0.00014693
1,28,7,0.00015017
1,28,8,0.00015140
