time_start,time_end,SEK_per_kWh,EUR_per_kWh,EXR
2021-11-01T00:00:00+01:00,2021-11-01T01:00:00+01:00,0.13777,0.01394,9.88308
2021-11-01T01:00:00+01:00,2021-11-01T02:00:00+01:00,0.12976,0.01313,9.88308
2021-11-01T02:00:00+01:00,2021-11-01T03:00:00+01:00,0.13026,0.01318,9.88308
2021-11-01T03:00:00+01:00,2021-11-01T04:00:00+01:00,0.13836,0.014,9.88308
2021-11-01T04:00:00+01:00,2021-11-01T05:00:00+01:00,0.14281,0.01445,9.88308
2021-11-01T05:00:00+01:00,2021-11-01T06:00:00+01:00,0.16495,0.01669,9.88308
2021-11-01T06:00:00+01:00,2021-11-01T07:00:00+01:00,0.19737,0.01997,9.88308
2021-11-01T07:00:00+01:00,2021-11-01T08:00:00+01:00,0.7442,0.0753,9.88308
2021-11-01T08:00:00+01:00,2021-11-01T09:00:00+01:00,0.85232,0.08624,9.88308
2021-11-01T09:00:00+01:00,2021-11-01T10:00:00+01:00,0.82128,0.0831,9.88308
2021-11-01T10:00:00+01:00,2021-11-01T11:00:00+01:00,0.79252,0.08019,9.88308
2021-11-01T11:00:00+01:00,2021-11-01T12:00:00+01:00,0.74924,0.07581,9.88308
2021-11-01T12:00:00+01:00,2021-11-01T13:00:00+01:00,0.75556,0.07645,9.88308
2021-11-01T13:00:00+01:00,2021-11-01T14:00:00+01:00,0.77058,0.07797,9.88308
2021-11-01T14:00:00+01:00,2021-11-01T15:00:00+01:00,0.7863,0.07956,9.88308
2021-11-01T15:00:00+01:00,2021-11-01T16:00:00+01:00,0.83275,0.08426,9.88308
2021-11-01T16:00:00+01:00,2021-11-01T17:00:00+01:00,0.83868,0.08486,9.88308
2021-11-01T17:00:00+01:00,2021-11-01T18:00:00+01:00,0.93642,0.09475,9.88308
2021-11-01T18:00:00+01:00,2021-11-01T19:00:00+01:00,0.91438,0.09252,9.88308
2021-11-01T19:00:00+01:00,2021-11-01T20:00:00+01:00,0.83216,0.0842,9.88308
2021-11-01T20:00:00+01:00,2021-11-01T21:00:00+01:00,0.78986,0.07992,9.88308
2021-11-01T21:00:00+01:00,2021-11-01T22:00:00+01:00,0.75526,0.07642,9.88308
2021-11-01T22:00:00+01:00,2021-11-01T23:00:00+01:00,0.57707,0.05839,9.88308
2021-11-01T23:00:00+01:00,2021-11-02T00:00:00+01:00,0.59368,0.06007,9.88308
2021-11-02T00:00:00+01:00,2021-11-02T01:00:00+01:00,0.06581,0.00663,9.926588
2021-11-02T01:00:00+01:00,2021-11-02T02:00:00+01:00,0.03623,0.00365,9.926588
2021-11-02T02:00:00+01:00,2021-11-02T03:00:00+01:00,0.04149,0.00418,9.926588
2021-11-02T03:00:00+01:00,2021-11-02T04:00:00+01:00,0.03405,0.00343,9.926588
2021-11-02T04:00:00+01:00,2021-11-02T05:00:00+01:00,0.07713,0.00777,9.926588
2021-11-02T05:00:00+01:00,2021-11-02T06:00:00+01:00,0.12924,0.01302,9.926588
2021-11-02T06:00:00+01:00,2021-11-02T07:00:00+01:00,1.0822,0.10902,9.926588
